hour,visits,week_start,week_end
13,528,2024-06-17,2024-06-23
14,718,2024-06-17,2024-06-23
15,603,2024-06-17,2024-06-23
16,830,2024-06-17,2024-06-23
17,1009,2024-06-17,2024-06-23
18,1096,2024-06-17,2024-06-23
19,942,2024-06-17,2024-06-23
20,644,2024-06-17,2024-06-23
21,317,2024-06-17,2024-06-23
22,94,2024-06-17,2024-06-23
23,63,2024-06-17,2024-06-23
0,0,2024-06-24,2024-06-30
1,0,2024-06-24,2024-06-30
2,0,2024-06-24,2024-06-30
3,0,2024-06-24,2024-06-30
4,0,2024-06-24,2024-06-30
5,0,2024-06-24,2024-06-30
6,22,2024-06-24,2024-06-30
7,183,2024-06-24,2024-06-30
8,505,2024-06-24,2024-06-30
9,725,2024-06-24,2024-06-30
10,1082,2024-06-24,2024-06-30
11,1220,2024-06-24,2024-06-30
12,1028,2024-06-24,2024-06-30
13,941,2024-06-24,2024-06-30
14,1065,2024-06-24,2024-06-30
15,973,2024-06-24,2024-06-30
16,774,2024-06-24,2024-06-30
17,390,2024-06-24,2024-06-30
18,533,2024-06-24,2024-06-30
19,824,2024-06-24,2024-06-30
20,458,2024-06-24,2024-06-30
21,98,2024-06-24,2024-06-30
22,0,2024-06-24,2024-06-30
23,0,2024-06-24,2024-06-30
0,0,2024-07-01,2024-07-07
1,0,2024-07-01,2024-07-07
2,0,2024-07-01,2024-07-07
3,29,2024-07-01,2024-07-07
4,29,2024-07-01,2024-07-07
5,0,2024-07-01,2024-07-07
6,87,2024-07-01,2024-07-07
7,337,2024-07-01,2024-07-07
8,628,2024-07-01,2024-07-07
9,809,2024-07-01,2024-07-07
10,925,2024-07-01,2024-07-07
11,1182,2024-07-01,2024-07-07
12,1026,2024-07-01,2024-07-07
13,728,2024-07-01,2024-07-07
14,665,2024-07-01,2024-07-07
15,764,2024-07-01,2024-07-07
16,855,2024-07-01,2024-07-07
17,780,2024-07-01,2024-07-07
18,880,2024-07-01,2024-07-07
19,963,2024-07-01,2024-07-07
20,1042,2024-07-01,2024-07-07
21,376,2024-07-01,2024-07-07
22,96,2024-07-01,2024-07-07
23,0,2024-07-01,2024-07-07
0,51,2024-07-08,2024-07-14
1,0,2024-07-08,2024-07-14
2,0,2024-07-08,2024-07-14
3,0,2024-07-08,2024-07-14
4,0,2024-07-08,2024-07-14
5,135,2024-07-08,2024-07-14
6,94,2024-07-08,2024-07-14
7,210,2024-07-08,2024-07-14
8,198,2024-07-08,2024-07-14
9,228,2024-07-08,2024-07-14
10,659,2024-07-08,2024-07-14
11,658,2024-07-08,2024-07-14
12,378,2024-07-08,2024-07-14
13,540,2024-07-08,2024-07-14
14,447,2024-07-08,2024-07-14
15,551,2024-07-08,2024-07-14
16,442,2024-07-08,2024-07-14
17,751,2024-07-08,2024-07-14
18,851,2024-07-08,2024-07-14
19,976,2024-07-08,2024-07-14
20,641,2024-07-08,2024-07-14
21,121,2024-07-08,2024-07-14
22,0,2024-07-08,2024-07-14
23,51,2024-07-08,2024-07-14
0,0,2024-07-15,2024-07-21
1,36,2024-07-15,2024-07-21
2,31,2024-07-15,2024-07-21
3,0,2024-07-15,2024-07-21
4,0,2024-07-15,2024-07-21
5,0,2024-07-15,2024-07-21
6,129,2024-07-15,2024-07-21
7,240,2024-07-15,2024-07-21
8,365,2024-07-15,2024-07-21
9,677,2024-07-15,2024-07-21
10,774,2024-07-15,2024-07-21
11,885,2024-07-15,2024-07-21
12,696,2024-07-15,2024-07-21
13,576,2024-07-15,2024-07-21
14,436,2024-07-15,2024-07-21
15,328,2024-07-15,2024-07-21
16,553,2024-07-15,2024-07-21
17,694,2024-07-15,2024-07-21
18,1026,2024-07-15,2024-07-21
19,1216,2024-07-15,2024-07-21
20,633,2024-07-15,2024-07-21
21,257,2024-07-15,2024-07-21
22,29,2024-07-15,2024-07-21
23,29,2024-07-15,2024-07-21
0,120,2024-07-22,2024-07-28
1,91,2024-07-22,2024-07-28
2,61,2024-07-22,2024-07-28
3,32,2024-07-22,2024-07-28
4,32,2024-07-22,2024-07-28
5,32,2024-07-22,2024-07-28
6,80,2024-07-22,2024-07-28
7,388,2024-07-22,2024-07-28
8,391,2024-07-22,2024-07-28
9,357,2024-07-22,2024-07-28
10,793,2024-07-22,2024-07-28
11,1030,2024-07-22,2024-07-28
12,802,2024-07-22,2024-07-28
13,730,2024-07-22,2024-07-28
14,674,2024-07-22,2024-07-28
15,576,2024-07-22,2024-07-28
16,782,2024-07-22,2024-07-28
17,895,2024-07-22,2024-07-28
18,1047,2024-07-22,2024-07-28
19,1233,2024-07-22,2024-07-28
20,575,2024-07-22,2024-07-28
21,260,2024-07-22,2024-07-28
22,129,2024-07-22,2024-07-28
23,120,2024-07-22,2024-07-28
0,0,2024-07-29,2024-08-04
1,0,2024-07-29,2024-08-04
2,0,2024-07-29,2024-08-04
3,0,2024-07-29,2024-08-04
4,0,2024-07-29,2024-08-04
5,0,2024-07-29,2024-08-04
6,41,2024-07-29,2024-08-04
7,219,2024-07-29,2024-08-04
8,612,2024-07-29,2024-08-04
9,536,2024-07-29,2024-08-04
10,596,2024-07-29,2024-08-04
11,822,2024-07-29,2024-08-04
12,668,2024-07-29,2024-08-04
13,344,2024-07-29,2024-08-04
14,482,2024-07-29,2024-08-04
15,582,2024-07-29,2024-08-04
16,681,2024-07-29,2024-08-04
17,560,2024-07-29,2024-08-04
18,643,2024-07-29,2024-08-04
19,638,2024-07-29,2024-08-04
20,251,2024-07-29,2024-08-04
21,129,2024-07-29,2024-08-04
22,83,2024-07-29,2024-08-04
23,0,2024-07-29,2024-08-04
0,30,2024-08-05,2024-08-11
1,30,2024-08-05,2024-08-11
2,30,2024-08-05,2024-08-11
3,30,2024-08-05,2024-08-11
4,30,2024-08-05,2024-08-11
5,30,2024-08-05,2024-08-11
6,30,2024-08-05,2024-08-11
7,111,2024-08-05,2024-08-11
8,421,2024-08-05,2024-08-11
9,442,2024-08-05,2024-08-11
10,672,2024-08-05,2024-08-11
11,582,2024-08-05,2024-08-11
12,390,2024-08-05,2024-08-11
13,410,2024-08-05,2024-08-11
14,400,2024-08-05,2024-08-11
15,428,2024-08-05,2024-08-11
16,773,2024-08-05,2024-08-11
17,740,2024-08-05,2024-08-11
18,680,2024-08-05,2024-08-11
19,374,2024-08-05,2024-08-11
20,266,2024-08-05,2024-08-11
21,93,2024-08-05,2024-08-11
22,30,2024-08-05,2024-08-11
23,30,2024-08-05,2024-08-11
0,32,2024-08-12,2024-08-18
1,0,2024-08-12,2024-08-18
2,0,2024-08-12,2024-08-18
3,77,2024-08-12,2024-08-18
4,77,2024-08-12,2024-08-18
5,81,2024-08-12,2024-08-18
6,41,2024-08-12,2024-08-18
7,289,2024-08-12,2024-08-18
8,625,2024-08-12,2024-08-18
9,694,2024-08-12,2024-08-18
10,1182,2024-08-12,2024-08-18
11,1087,2024-08-12,2024-08-18
12,627,2024-08-12,2024-08-18
13,415,2024-08-12,2024-08-18
14,642,2024-08-12,2024-08-18
15,584,2024-08-12,2024-08-18
16,662,2024-08-12,2024-08-18
17,963,2024-08-12,2024-08-18
18,811,2024-08-12,2024-08-18
19,594,2024-08-12,2024-08-18
20,366,2024-08-12,2024-08-18
21,74,2024-08-12,2024-08-18
22,179,2024-08-12,2024-08-18
23,137,2024-08-12,2024-08-18
0,0,2024-08-19,2024-08-25
1,0,2024-08-19,2024-08-25
2,0,2024-08-19,2024-08-25
3,0,2024-08-19,2024-08-25
4,0,2024-08-19,2024-08-25
5,0,2024-08-19,2024-08-25
6,41,2024-08-19,2024-08-25
7,233,2024-08-19,2024-08-25
8,700,2024-08-19,2024-08-25
9,874,2024-08-19,2024-08-25
