hour,visits,week_start,week_end
15,56738,2024-06-03,2024-06-09
16,54194,2024-06-03,2024-06-09
17,52926,2024-06-03,2024-06-09
18,52774,2024-06-03,2024-06-09
19,48380,2024-06-03,2024-06-09
20,37348,2024-06-03,2024-06-09
21,29751,2024-06-03,2024-06-09
22,25271,2024-06-03,2024-06-09
23,5552,2024-06-03,2024-06-09
0,1158,2024-06-10,2024-06-16
1,546,2024-06-10,2024-06-16
2,286,2024-06-10,2024-06-16
3,212,2024-06-10,2024-06-16
4,153,2024-06-10,2024-06-16
5,195,2024-06-10,2024-06-16
6,455,2024-06-10,2024-06-16
7,1207,2024-06-10,2024-06-16
8,4260,2024-06-10,2024-06-16
9,5984,2024-06-10,2024-06-16
10,3558,2024-06-10,2024-06-16
11,3226,2024-06-10,2024-06-16
12,3722,2024-06-10,2024-06-16
13,4100,2024-06-10,2024-06-16
14,5149,2024-06-10,2024-06-16
15,5752,2024-06-10,2024-06-16
16,7957,2024-06-10,2024-06-16
17,8631,2024-06-10,2024-06-16
18,9835,2024-06-10,2024-06-16
19,9412,2024-06-10,2024-06-16
20,7085,2024-06-10,2024-06-16
21,4505,2024-06-10,2024-06-16
22,3013,2024-06-10,2024-06-16
23,1656,2024-06-10,2024-06-16
0,626,2024-06-17,2024-06-23
1,560,2024-06-17,2024-06-23
2,330,2024-06-17,2024-06-23
3,303,2024-06-17,2024-06-23
4,261,2024-06-17,2024-06-23
5,322,2024-06-17,2024-06-23
6,741,2024-06-17,2024-06-23
7,1616,2024-06-17,2024-06-23
8,2048,2024-06-17,2024-06-23
9,2453,2024-06-17,2024-06-23
10,2533,2024-06-17,2024-06-23
11,3454,2024-06-17,2024-06-23
12,3186,2024-06-17,2024-06-23
13,4304,2024-06-17,2024-06-23
14,4731,2024-06-17,2024-06-23
15,6219,2024-06-17,2024-06-23
16,6690,2024-06-17,2024-06-23
17,8052,2024-06-17,2024-06-23
18,9630,2024-06-17,2024-06-23
19,9845,2024-06-17,2024-06-23
20,8172,2024-06-17,2024-06-23
21,4524,2024-06-17,2024-06-23
22,2260,2024-06-17,2024-06-23
23,1251,2024-06-17,2024-06-23
0,688,2024-06-24,2024-06-30
1,478,2024-06-24,2024-06-30
2,264,2024-06-24,2024-06-30
3,223,2024-06-24,2024-06-30
4,145,2024-06-24,2024-06-30
5,160,2024-06-24,2024-06-30
6,430,2024-06-24,2024-06-30
7,559,2024-06-24,2024-06-30
8,1072,2024-06-24,2024-06-30
9,1920,2024-06-24,2024-06-30
10,2420,2024-06-24,2024-06-30
11,3734,2024-06-24,2024-06-30
12,4389,2024-06-24,2024-06-30
13,4639,2024-06-24,2024-06-30
14,5384,2024-06-24,2024-06-30
15,6875,2024-06-24,2024-06-30
16,6994,2024-06-24,2024-06-30
17,7573,2024-06-24,2024-06-30
18,8487,2024-06-24,2024-06-30
19,8231,2024-06-24,2024-06-30
20,7034,2024-06-24,2024-06-30
21,3941,2024-06-24,2024-06-30
22,1977,2024-06-24,2024-06-30
23,934,2024-06-24,2024-06-30
0,801,2024-07-01,2024-07-07
1,526,2024-07-01,2024-07-07
2,207,2024-07-01,2024-07-07
3,69,2024-07-01,2024-07-07
4,69,2024-07-01,2024-07-07
5,117,2024-07-01,2024-07-07
6,229,2024-07-01,2024-07-07
7,354,2024-07-01,2024-07-07
8,1000,2024-07-01,2024-07-07
9,1568,2024-07-01,2024-07-07
10,2085,2024-07-01,2024-07-07
11,4066,2024-07-01,2024-07-07
12,4122,2024-07-01,2024-07-07
13,5661,2024-07-01,2024-07-07
14,7060,2024-07-01,2024-07-07
15,8013,2024-07-01,2024-07-07
16,8709,2024-07-01,2024-07-07
17,8902,2024-07-01,2024-07-07
18,10653,2024-07-01,2024-07-07
19,11241,2024-07-01,2024-07-07
20,9312,2024-07-01,2024-07-07
21,5714,2024-07-01,2024-07-07
22,2809,2024-07-01,2024-07-07
23,1544,2024-07-01,2024-07-07
0,952,2024-07-08,2024-07-14
