hour,visits,week_start,week_end
8,1050,2024-05-13,2024-05-19
9,1148,2024-05-13,2024-05-19
10,1115,2024-05-13,2024-05-19
11,1427,2024-05-13,2024-05-19
12,1508,2024-05-13,2024-05-19
13,1066,2024-05-13,2024-05-19
14,1234,2024-05-13,2024-05-19
15,2637,2024-05-13,2024-05-19
16,2024,2024-05-13,2024-05-19
17,2056,2024-05-13,2024-05-19
18,2405,2024-05-13,2024-05-19
19,1821,2024-05-13,2024-05-19
20,1134,2024-05-13,2024-05-19
21,670,2024-05-13,2024-05-19
22,440,2024-05-13,2024-05-19
23,212,2024-05-13,2024-05-19
0,137,2024-05-20,2024-05-26
1,137,2024-05-20,2024-05-26
2,0,2024-05-20,2024-05-26
3,0,2024-05-20,2024-05-26
4,0,2024-05-20,2024-05-26
5,72,2024-05-20,2024-05-26
6,172,2024-05-20,2024-05-26
7,355,2024-05-20,2024-05-26
8,594,2024-05-20,2024-05-26
9,735,2024-05-20,2024-05-26
10,1803,2024-05-20,2024-05-26
11,1827,2024-05-20,2024-05-26
12,2438,2024-05-20,2024-05-26
13,2539,2024-05-20,2024-05-26
14,3852,2024-05-20,2024-05-26
15,4953,2024-05-20,2024-05-26
16,5902,2024-05-20,2024-05-26
17,5325,2024-05-20,2024-05-26
18,3486,2024-05-20,2024-05-26
19,2287,2024-05-20,2024-05-26
20,1453,2024-05-20,2024-05-26
21,742,2024-05-20,2024-05-26
22,119,2024-05-20,2024-05-26
23,76,2024-05-20,2024-05-26
0,208,2024-05-27,2024-06-02
1,78,2024-05-27,2024-06-02
2,63,2024-05-27,2024-06-02
3,63,2024-05-27,2024-06-02
4,90,2024-05-27,2024-06-02
5,90,2024-05-27,2024-06-02
6,419,2024-05-27,2024-06-02
7,641,2024-05-27,2024-06-02
8,758,2024-05-27,2024-06-02
9,946,2024-05-27,2024-06-02
10,1591,2024-05-27,2024-06-02
11,3500,2024-05-27,2024-06-02
12,4904,2024-05-27,2024-06-02
13,5364,2024-05-27,2024-06-02
14,4605,2024-05-27,2024-06-02
