hour,visits,week_start,week_end
1,145,2024-06-17,2024-06-23
2,161,2024-06-17,2024-06-23
3,104,2024-06-17,2024-06-23
4,163,2024-06-17,2024-06-23
5,59,2024-06-17,2024-06-23
6,90,2024-06-17,2024-06-23
7,90,2024-06-17,2024-06-23
8,202,2024-06-17,2024-06-23
9,693,2024-06-17,2024-06-23
10,1432,2024-06-17,2024-06-23
11,1712,2024-06-17,2024-06-23
12,2968,2024-06-17,2024-06-23
13,3589,2024-06-17,2024-06-23
14,5108,2024-06-17,2024-06-23
15,7038,2024-06-17,2024-06-23
16,7671,2024-06-17,2024-06-23
17,10798,2024-06-17,2024-06-23
18,15258,2024-06-17,2024-06-23
19,14009,2024-06-17,2024-06-23
20,11074,2024-06-17,2024-06-23
21,5136,2024-06-17,2024-06-23
22,2562,2024-06-17,2024-06-23
23,1636,2024-06-17,2024-06-23
0,767,2024-06-24,2024-06-30
1,670,2024-06-24,2024-06-30
2,303,2024-06-24,2024-06-30
3,294,2024-06-24,2024-06-30
4,238,2024-06-24,2024-06-30
5,213,2024-06-24,2024-06-30
6,213,2024-06-24,2024-06-30
7,371,2024-06-24,2024-06-30
8,324,2024-06-24,2024-06-30
9,741,2024-06-24,2024-06-30
10,1676,2024-06-24,2024-06-30
11,1953,2024-06-24,2024-06-30
12,3277,2024-06-24,2024-06-30
13,3178,2024-06-24,2024-06-30
14,3505,2024-06-24,2024-06-30
15,3142,2024-06-24,2024-06-30
16,3936,2024-06-24,2024-06-30
17,4434,2024-06-24,2024-06-30
18,4505,2024-06-24,2024-06-30
19,3981,2024-06-24,2024-06-30
20,4261,2024-06-24,2024-06-30
21,2820,2024-06-24,2024-06-30
22,1234,2024-06-24,2024-06-30
23,837,2024-06-24,2024-06-30
0,1312,2024-07-01,2024-07-07
1,715,2024-07-01,2024-07-07
2,113,2024-07-01,2024-07-07
3,113,2024-07-01,2024-07-07
4,134,2024-07-01,2024-07-07
5,210,2024-07-01,2024-07-07
6,259,2024-07-01,2024-07-07
7,347,2024-07-01,2024-07-07
8,425,2024-07-01,2024-07-07
