Date,Time,Temperature(F),Humidity(%),HI,Category,Condition,Windy
2024/7/5,0,74,87,74,Cooler Days,Mist,0
2024/7/5,1,75,84,75,Cooler Days,Haze,0
2024/7/5,2,75,84,75,Cooler Days,Haze,0
2024/7/5,3,74,87,74,Cooler Days,Mist,0
2024/7/5,4,74,87,74,Cooler Days,Mostly Cloudy,0
2024/7/5,5,74,85,74,Cooler Days,Cloudy,0
2024/7/5,6,75,82,75,Cooler Days,Cloudy,0
2024/7/5,7,77,79,77,Cooler Days,Mostly Cloudy,0
2024/7/5,8,81,72,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/5,9,83,72,89,Average-Temperature Days,Mostly Cloudy,0
2024/7/5,10,85,63,90,Hot Days,Mostly Cloudy,0
2024/7/5,11,87,59,93,Hot Days,Mostly Cloudy,0
2024/7/5,12,89,57,96,Hot Days,Mostly Cloudy,0
2024/7/5,13,88,59,95,Extreme Hot Days,Mostly Cloudy,0
2024/7/5,14,90,55,97,Extreme Hot Days,Mostly Cloudy,0
2024/7/5,15,88,59,95,Extreme Hot Days,Mostly Cloudy,0
2024/7/5,16,87,61,93,Hot Days,Partly Cloudy,0
2024/7/5,17,85,61,90,Hot Days,Mostly Cloudy,0
2024/7/5,18,81,67,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/5,19,77,76,77,Cooler Days,T-Storm,0
2024/7/5,20,78,79,78,Cooler Days,Mostly Cloudy,0
2024/7/5,21,78,81,78,Cooler Days,Mostly Cloudy,0
2024/7/5,22,77,82,77,Cooler Days,Mostly Cloudy,0
2024/7/5,23,75,84,75,Cooler Days,Mostly Cloudy,0
2024/7/6,0,77,79,77,Cooler Days,Mostly Cloudy,0
2024/7/6,1,76,82,76,Cooler Days,Mostly Cloudy,0
2024/7/6,2,75,84,75,Cooler Days,Mostly Cloudy,0
2024/7/6,3,74,87,74,Cooler Days,Mostly Cloudy,0
2024/7/6,4,73,90,73,Cooler Days,Cloudy,0
2024/7/6,5,73,90,73,Cooler Days,Cloudy,0
2024/7/6,6,72,91,72,Cooler Days,Mist,0
2024/7/6,7,74,87,74,Cooler Days,Mist,0
2024/7/6,8,75,90,75,Cooler Days,Mostly Cloudy,0
2024/7/6,9,76,87,76,Cooler Days,Cloudy,0
2024/7/6,10,83,72,89,Average-Temperature Days,Mostly Cloudy,0
2024/7/6,11,85,67,92,Hot Days,Mostly Cloudy,0
2024/7/6,12,89,59,97,Hot Days,Mostly Cloudy,0
2024/7/6,13,90,57,98,Extreme Hot Days,Mostly Cloudy,0
2024/7/6,14,92,54,101,Extreme Hot Days,Mostly Cloudy,0
2024/7/6,15,88,59,95,Extreme Hot Days,Mostly Cloudy,0
2024/7/6,16,88,61,96,Extreme Hot Days,Mostly Cloudy,0
2024/7/6,17,88,57,94,Hot Days,Mostly Cloudy,0
2024/7/6,18,88,59,95,Hot Days,Partly Cloudy,0
2024/7/6,19,86,61,91,Hot Days,Partly Cloudy,0
2024/7/6,20,83,67,88,Average-Temperature Days,Partly Cloudy,0
2024/7/6,21,82,69,86,Average-Temperature Days,Partly Cloudy,0
2024/7/6,22,82,69,86,Average-Temperature Days,Partly Cloudy,0
2024/7/6,23,82,71,87,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,0,81,72,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,1,80,74,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,2,78,76,78,Cooler Days,Mostly Cloudy,0
2024/7/7,3,76,82,76,Cooler Days,Mostly Cloudy,0
2024/7/7,4,76,82,76,Cooler Days,Mostly Cloudy,0
2024/7/7,5,76,85,76,Cooler Days,Mostly Cloudy,0
2024/7/7,6,78,79,78,Cooler Days,Mostly Cloudy,0
2024/7/7,7,81,58,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,8,83,53,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,9,83,53,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,10,83,53,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,11,84,51,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,12,86,46,87,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,13,88,43,89,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,14,88,43,89,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,15,89,43,90,Hot Days,Mostly Cloudy,0
2024/7/7,16,90,42,91,Hot Days,Mostly Cloudy,0
2024/7/7,17,90,43,92,Hot Days,Mostly Cloudy,0
2024/7/7,18,88,45,89,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,19,86,51,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,20,84,63,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,21,83,67,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,22,81,69,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/7,23,81,72,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/8,0,80,74,83,Average-Temperature Days,Partly Cloudy,0
2024/7/8,1,79,79,79,Cooler Days,Partly Cloudy,0
2024/7/8,2,78,79,78,Cooler Days,Partly Cloudy,0
2024/7/8,3,75,87,75,Cooler Days,Partly Cloudy,0
2024/7/8,4,75,87,75,Cooler Days,Partly Cloudy,0
2024/7/8,5,74,87,74,Cooler Days,Partly Cloudy,0
2024/7/8,6,76,85,76,Cooler Days,Partly Cloudy,0
2024/7/8,7,79,74,79,Cooler Days,Partly Cloudy,0
2024/7/8,8,82,67,86,Average-Temperature Days,Mostly Cloudy,0
2024/7/8,9,83,65,87,Average-Temperature Days,Mostly Cloudy,0
2024/7/8,10,84,56,86,Average-Temperature Days,Mostly Cloudy,0
2024/7/8,11,85,53,87,Average-Temperature Days,Mostly Cloudy,0
2024/7/8,12,88,46,90,Hot Days,Partly Cloudy,0
2024/7/8,13,91,42,93,Hot Days,Mostly Cloudy,0
2024/7/8,14,91,50,97,Hot Days,Mostly Cloudy,0
2024/7/8,15,91,48,96,Extreme Hot Days,Partly Cloudy,0
2024/7/8,16,90,50,95,Extreme Hot Days,Mostly Cloudy,0
2024/7/8,17,90,48,94,Hot Days,Mostly Cloudy,0
2024/7/8,18,86,59,91,Hot Days,Mostly Cloudy,0
2024/7/8,19,82,67,86,Average-Temperature Days,Mostly Cloudy,0
2024/7/8,20,79,74,79,Cooler Days,Mostly Cloudy,0
2024/7/8,21,78,76,78,Cooler Days,Mostly Cloudy,0
2024/7/8,22,76,85,76,Cooler Days,Mostly Cloudy,0
2024/7/8,23,76,85,76,Cooler Days,Cloudy,0
2024/7/9,0,77,82,77,Cooler Days,Cloudy,0
2024/7/9,1,76,85,76,Cooler Days,Cloudy,0
2024/7/9,2,75,87,75,Cooler Days,Cloudy,0
2024/7/9,3,75,87,75,Cooler Days,Cloudy,0
2024/7/9,4,74,87,74,Cooler Days,Mostly Cloudy,0
2024/7/9,5,74,91,74,Cooler Days,Mostly Cloudy,0
2024/7/9,6,75,90,75,Cooler Days,Partly Cloudy,0
2024/7/9,7,77,82,77,Cooler Days,Partly Cloudy,0
2024/7/9,8,80,74,83,Average-Temperature Days,Partly Cloudy,0
2024/7/9,9,84,67,90,Hot Days,Partly Cloudy,0
2024/7/9,10,86,61,91,Hot Days,Mostly Cloudy,0
2024/7/9,11,87,59,93,Hot Days,Mostly Cloudy,0
2024/7/9,12,86,61,91,Hot Days,Mostly Cloudy,0
2024/7/9,13,84,65,89,Average-Temperature Days,Mostly Cloudy,0
2024/7/9,14,87,63,94,Hot Days,Mostly Cloudy,0
2024/7/9,15,87,59,93,Hot Days,Mostly Cloudy,0
2024/7/9,16,83,67,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/9,17,83,69,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/9,18,82,71,87,Average-Temperature Days,Mostly Cloudy,0
2024/7/9,19,83,72,89,Average-Temperature Days,Mostly Cloudy,0
2024/7/9,20,83,72,89,Average-Temperature Days,Mostly Cloudy,0
2024/7/9,21,84,69,90,Hot Days,Mostly Cloudy,0
2024/7/9,22,85,65,91,Hot Days,Mostly Cloudy,0
2024/7/9,23,85,63,90,Hot Days,Mostly Cloudy,0
2024/7/10,0,84,63,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/10,1,83,65,87,Average-Temperature Days,Mostly Cloudy,0
2024/7/10,2,82,67,86,Average-Temperature Days,Mostly Cloudy,0
2024/7/10,3,80,71,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/10,4,79,74,79,Cooler Days,Mostly Cloudy,0
2024/7/10,5,79,74,79,Cooler Days,Mostly Cloudy,0
2024/7/10,6,79,74,79,Cooler Days,Mostly Cloudy,0
2024/7/10,7,80,76,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/10,8,82,74,87,Average-Temperature Days,Mostly Cloudy,0
2024/7/10,9,83,72,89,Average-Temperature Days,Mostly Cloudy,0
2024/7/10,10,86,67,94,Hot Days,Partly Cloudy,0
2024/7/10,11,85,69,92,Hot Days,Fair,0
2024/7/10,12,89,59,97,Hot Days,Mostly Cloudy,0
2024/7/10,13,88,61,96,Extreme Hot Days,Mostly Cloudy,0
2024/7/10,14,88,59,95,Extreme Hot Days,Mostly Cloudy,0
2024/7/10,15,87,59,93,Hot Days,Partly Cloudy,1
2024/7/10,16,85,63,90,Hot Days,Partly Cloudy,1
2024/7/10,17,83,67,88,Average-Temperature Days,Partly Cloudy,1
2024/7/10,18,82,69,86,Average-Temperature Days,Partly Cloudy,0
2024/7/10,19,79,74,79,Cooler Days,Partly Cloudy,0
2024/7/10,20,78,76,78,Cooler Days,Partly Cloudy,0
2024/7/10,21,78,76,78,Cooler Days,Partly Cloudy,0
2024/7/10,22,77,79,77,Cooler Days,Mostly Cloudy,0
2024/7/10,23,77,79,77,Cooler Days,Mostly Cloudy,0
2024/7/11,0,76,79,76,Cooler Days,Mostly Cloudy,0
2024/7/11,1,76,79,76,Cooler Days,Cloudy,0
2024/7/11,2,76,82,76,Cooler Days,Light Rain,0
2024/7/11,3,76,87,76,Cooler Days,Cloudy,0
2024/7/11,4,78,84,78,Cooler Days,Cloudy,0
2024/7/11,5,77,84,77,Cooler Days,Mostly Cloudy,0
2024/7/11,6,78,79,78,Cooler Days,Mostly Cloudy,0
2024/7/11,7,79,74,79,Cooler Days,Mostly Cloudy,0
2024/7/11,8,79,60,79,Cooler Days,Mostly Cloudy,0
2024/7/11,9,81,56,83,Average-Temperature Days,Partly Cloudy,0
2024/7/11,10,83,53,84,Average-Temperature Days,Partly Cloudy,0
2024/7/11,11,84,47,85,Average-Temperature Days,Partly Cloudy,0
2024/7/11,12,88,40,88,Average-Temperature Days,Partly Cloudy,0
2024/7/11,13,88,40,88,Average-Temperature Days,Partly Cloudy,0
2024/7/11,14,88,42,88,Average-Temperature Days,Partly Cloudy,0
2024/7/11,15,88,45,89,Average-Temperature Days,Fair,0
2024/7/11,16,85,49,86,Average-Temperature Days,Fair,0
2024/7/11,17,86,48,87,Average-Temperature Days,Partly Cloudy,0
2024/7/11,18,87,46,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/11,19,85,48,86,Average-Temperature Days,Fair,0
2024/7/11,20,82,51,83,Average-Temperature Days,Fair,0
2024/7/11,21,82,45,82,Average-Temperature Days,Partly Cloudy,0
2024/7/11,22,81,49,82,Average-Temperature Days,Partly Cloudy,0
2024/7/11,23,81,50,82,Average-Temperature Days,Partly Cloudy,0
2024/7/12,0,80,52,81,Average-Temperature Days,Partly Cloudy,0
2024/7/12,1,80,52,81,Average-Temperature Days,Partly Cloudy,0
2024/7/12,2,80,54,81,Average-Temperature Days,Partly Cloudy,0
2024/7/12,3,78,60,78,Cooler Days,Partly Cloudy,0
2024/7/12,4,79,58,79,Cooler Days,Mostly Cloudy,0
2024/7/12,5,79,60,79,Cooler Days,Mostly Cloudy,0
2024/7/12,6,79,60,79,Cooler Days,Mostly Cloudy,0
2024/7/12,7,76,69,76,Cooler Days,Cloudy,0
2024/7/12,8,75,84,75,Cooler Days,Mostly Cloudy,0
2024/7/12,9,77,79,77,Cooler Days,Mostly Cloudy,0
2024/7/12,10,79,66,79,Cooler Days,Mostly Cloudy,0
2024/7/12,11,80,64,82,Average-Temperature Days,Mostly Cloudy,0
2024/7/12,12,81,67,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/12,13,82,69,86,Average-Temperature Days,Mostly Cloudy,0
2024/7/12,14,83,65,87,Average-Temperature Days,Cloudy,0
2024/7/12,15,85,61,90,Hot Days,Mostly Cloudy,0
2024/7/12,16,85,61,90,Hot Days,Mostly Cloudy,0
2024/7/12,17,83,67,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/12,18,81,74,85,Average-Temperature Days,Light Rain,0
2024/7/12,19,80,76,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/12,20,79,79,79,Cooler Days,Mostly Cloudy,0
2024/7/12,21,79,79,79,Cooler Days,Mostly Cloudy,0
2024/7/12,22,80,71,83,Average-Temperature Days,Cloudy,0
2024/7/12,23,80,69,83,Average-Temperature Days,Cloudy,0
2024/7/13,0,79,69,79,Cooler Days,Cloudy,0
2024/7/13,1,78,71,78,Cooler Days,Cloudy,0
2024/7/13,2,78,71,78,Cooler Days,Mostly Cloudy,0
2024/7/13,3,77,74,77,Cooler Days,Mostly Cloudy,0
2024/7/13,4,77,76,77,Cooler Days,Mostly Cloudy,0
2024/7/13,5,75,84,75,Cooler Days,Rain,0
2024/7/13,6,73,90,73,Cooler Days,Rain,0
2024/7/13,7,73,90,73,Cooler Days,Rain,0
2024/7/13,8,75,90,75,Cooler Days,Mostly Cloudy,0
2024/7/13,9,75,87,75,Cooler Days,Light Rain,0
2024/7/13,10,76,87,76,Cooler Days,Cloudy,0
2024/7/13,11,76,91,76,Cooler Days,Light Rain,0
2024/7/13,12,78,79,78,Cooler Days,Mostly Cloudy,0
2024/7/13,13,82,67,86,Average-Temperature Days,Mostly Cloudy,0
2024/7/13,14,83,58,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/13,15,85,55,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/13,16,87,49,89,Average-Temperature Days,Mostly Cloudy,0
2024/7/13,17,84,63,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/13,18,82,65,85,Average-Temperature Days,Partly Cloudy,0
2024/7/13,19,80,69,83,Average-Temperature Days,Partly Cloudy,0
2024/7/13,20,79,74,79,Cooler Days,Partly Cloudy,0
2024/7/13,21,80,69,83,Average-Temperature Days,Partly Cloudy,0
2024/7/13,22,80,71,83,Average-Temperature Days,Partly Cloudy,0
2024/7/13,23,81,72,85,Average-Temperature Days,Partly Cloudy,0
2024/7/14,0,80,76,84,Average-Temperature Days,Partly Cloudy,0
2024/7/14,1,80,79,84,Average-Temperature Days,Partly Cloudy,0
2024/7/14,2,80,79,84,Average-Temperature Days,Partly Cloudy,0
2024/7/14,3,76,85,76,Cooler Days,Fair,0
2024/7/14,4,74,87,74,Cooler Days,Fair,0
2024/7/14,5,74,87,74,Cooler Days,Partly Cloudy,0
2024/7/14,6,75,87,75,Cooler Days,Partly Cloudy,0
2024/7/14,7,78,71,78,Cooler Days,Fair,0
2024/7/14,8,79,62,79,Cooler Days,Fair,0
2024/7/14,9,81,54,82,Average-Temperature Days,Fair,0
2024/7/14,10,83,54,85,Average-Temperature Days,Fair,0
2024/7/14,11,85,48,86,Average-Temperature Days,Fair,0
2024/7/14,12,88,45,89,Average-Temperature Days,Partly Cloudy,0
2024/7/14,13,89,43,90,Hot Days,Thunder,0
2024/7/14,14,89,39,89,Average-Temperature Days,Thunder,0
2024/7/14,15,88,37,87,Average-Temperature Days,Thunder,0
2024/7/14,16,87,37,86,Average-Temperature Days,Mostly Cloudy,0
2024/7/14,17,87,40,87,Average-Temperature Days,Mostly Cloudy,0
2024/7/14,18,86,49,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/14,19,83,58,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/14,20,82,62,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/14,21,81,62,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/14,22,81,65,84,Average-Temperature Days,Partly Cloudy,0
2024/7/14,23,81,67,84,Average-Temperature Days,Partly Cloudy,0
2024/7/15,0,81,67,84,Average-Temperature Days,Partly Cloudy,0
2024/7/15,1,80,69,83,Average-Temperature Days,Partly Cloudy,0
2024/7/15,2,80,69,83,Average-Temperature Days,Partly Cloudy,0
2024/7/15,3,79,72,79,Cooler Days,Mostly Cloudy,0
2024/7/15,4,79,74,79,Cooler Days,Mostly Cloudy,0
2024/7/15,5,76,79,76,Cooler Days,Light Rain,0
2024/7/15,6,76,76,76,Cooler Days,Mostly Cloudy,0
2024/7/15,7,77,76,77,Cooler Days,Partly Cloudy,0
2024/7/15,8,81,67,84,Average-Temperature Days,Fair,0
2024/7/15,9,81,72,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/15,10,83,69,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/15,11,85,65,91,Hot Days,Mostly Cloudy,0
2024/7/15,12,86,65,93,Hot Days,Mostly Cloudy,0
2024/7/15,13,90,59,99,Hot Days,Mostly Cloudy,0
2024/7/15,14,92,50,99,Extreme Hot Days,Mostly Cloudy,0
2024/7/15,15,90,57,98,Extreme Hot Days,Mostly Cloudy,0
2024/7/15,16,89,61,98,Extreme Hot Days,Partly Cloudy,0
2024/7/15,17,89,59,97,Extreme Hot Days,Partly Cloudy,0
2024/7/15,18,92,52,100,Extreme Hot Days,Fair,0
2024/7/15,19,94,36,95,Extreme Hot Days,Mostly Cloudy,0
2024/7/15,20,93,37,94,Hot Days,Mostly Cloudy,0
2024/7/15,21,87,55,91,Hot Days,Fair,0
2024/7/15,22,89,50,93,Hot Days,Fair,0
2024/7/15,23,89,50,93,Hot Days,Partly Cloudy,0
2024/7/16,0,87,55,91,Hot Days,Partly Cloudy,0
2024/7/16,1,87,55,91,Hot Days,Partly Cloudy,0
2024/7/16,2,86,57,90,Hot Days,Partly Cloudy,0
2024/7/16,3,78,68,78,Cooler Days,Partly Cloudy,0
2024/7/16,4,77,71,77,Cooler Days,Fair,0
2024/7/16,5,77,71,77,Cooler Days,Mostly Cloudy,0
2024/7/16,6,78,68,78,Cooler Days,Partly Cloudy,0
2024/7/16,7,82,60,84,Average-Temperature Days,Partly Cloudy,0
2024/7/16,8,84,58,87,Average-Temperature Days,Mostly Cloudy,0
2024/7/16,9,88,42,88,Average-Temperature Days,Mostly Cloudy,0
2024/7/16,10,91,42,93,Hot Days,Mostly Cloudy,0
2024/7/16,11,94,40,97,Hot Days,Mostly Cloudy,0
2024/7/16,12,93,44,97,Extreme Hot Days,Partly Cloudy,0
2024/7/16,13,94,40,97,Extreme Hot Days,Mostly Cloudy,0
2024/7/16,14,94,41,98,Extreme Hot Days,Fair,0
2024/7/16,15,92,44,96,Extreme Hot Days,Partly Cloudy,0
2024/7/16,16,93,44,97,Extreme Hot Days,Partly Cloudy,0
2024/7/16,17,96,43,103,Extreme Hot Days,Partly Cloudy,0
2024/7/16,18,95,41,100,Extreme Hot Days,Mostly Cloudy,0
2024/7/16,19,87,49,89,Average-Temperature Days,Mostly Cloudy,0
2024/7/16,20,89,48,92,Hot Days,Mostly Cloudy,0
2024/7/16,21,89,43,90,Hot Days,Mostly Cloudy,0
2024/7/16,22,86,46,87,Average-Temperature Days,Mostly Cloudy,0
2024/7/16,23,82,56,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/17,0,82,56,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/17,1,82,56,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/17,2,81,60,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/17,3,81,60,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/17,4,79,66,79,Cooler Days,Mostly Cloudy,0
2024/7/17,5,81,58,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/17,6,82,56,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/17,7,82,60,84,Average-Temperature Days,Light Rain,0
2024/7/17,8,80,64,82,Average-Temperature Days,Light Rain,0
2024/7/17,9,80,67,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/17,10,82,62,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/17,11,85,57,88,Average-Temperature Days,Partly Cloudy,0
2024/7/17,12,88,51,91,Hot Days,Partly Cloudy,0
2024/7/17,13,87,57,92,Hot Days,Partly Cloudy,0
2024/7/17,14,88,55,93,Hot Days,Partly Cloudy,0
2024/7/17,15,87,59,93,Hot Days,Mostly Cloudy,0
2024/7/17,16,86,63,92,Hot Days,Mostly Cloudy,0
2024/7/17,17,88,61,96,Hot Days,Mostly Cloudy,0
2024/7/17,18,84,67,90,Hot Days,Mostly Cloudy,0
2024/7/17,19,79,77,79,Cooler Days,Mostly Cloudy,0
2024/7/17,20,79,77,79,Cooler Days,Mostly Cloudy,0
2024/7/17,21,74,87,74,Cooler Days,Heavy T-Storm,0
2024/7/17,22,74,91,74,Cooler Days,T-Storm,0
2024/7/17,23,74,91,74,Cooler Days,Light Rain,0
2024/7/18,0,74,91,74,Cooler Days,Cloudy,0
2024/7/18,1,75,90,75,Cooler Days,Cloudy,0
2024/7/18,2,75,87,75,Cooler Days,Cloudy,0
2024/7/18,3,75,87,75,Cooler Days,Cloudy,0
2024/7/18,4,74,85,74,Cooler Days,Cloudy,0
2024/7/18,5,74,85,74,Cooler Days,Mostly Cloudy,0
2024/7/18,6,75,79,75,Cooler Days,Mostly Cloudy,0
2024/7/18,7,75,76,75,Cooler Days,Mostly Cloudy,0
2024/7/18,8,75,76,75,Cooler Days,Mostly Cloudy,0
2024/7/18,9,77,71,77,Cooler Days,Mostly Cloudy,0
2024/7/18,10,79,62,79,Cooler Days,Mostly Cloudy,0
2024/7/18,11,82,58,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/18,12,84,46,84,Average-Temperature Days,Fair,0
2024/7/18,13,84,46,84,Average-Temperature Days,Partly Cloudy,0
2024/7/18,14,85,41,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/18,15,85,40,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/18,16,84,41,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/18,17,83,42,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/18,18,83,42,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/18,19,82,42,82,Average-Temperature Days,Mostly Cloudy,0
2024/7/18,20,80,42,80,Average-Temperature Days,Mostly Cloudy,0
2024/7/18,21,80,42,80,Average-Temperature Days,Mostly Cloudy,0
2024/7/18,22,79,39,79,Cooler Days,Partly Cloudy,0
2024/7/18,23,76,46,76,Cooler Days,Fair,0
2024/7/19,0,75,50,75,Cooler Days,Fair,0
2024/7/19,1,74,52,74,Cooler Days,Fair,0
2024/7/19,2,73,53,73,Cooler Days,Fair,0
2024/7/19,3,71,55,71,Cooler Days,Fair,0
2024/7/19,4,70,59,70,Cooler Days,Fair,0
2024/7/19,5,69,61,69,Cooler Days,Partly Cloudy,0
2024/7/19,6,69,63,69,Cooler Days,Fair,0
2024/7/19,7,71,59,71,Cooler Days,Partly Cloudy,0
2024/7/19,8,74,53,74,Cooler Days,Partly Cloudy,0
2024/7/19,9,75,48,75,Cooler Days,Partly Cloudy,0
2024/7/19,10,77,43,77,Cooler Days,Partly Cloudy,0
2024/7/19,11,79,36,79,Cooler Days,Partly Cloudy,0
2024/7/19,12,80,39,80,Average-Temperature Days,Partly Cloudy,0
2024/7/19,13,82,37,81,Average-Temperature Days,Partly Cloudy,0
2024/7/19,14,82,35,81,Average-Temperature Days,Partly Cloudy,0
2024/7/19,15,84,31,82,Average-Temperature Days,Partly Cloudy,0
2024/7/19,16,83,34,82,Average-Temperature Days,Partly Cloudy,0
2024/7/19,17,83,33,82,Average-Temperature Days,Partly Cloudy,0
2024/7/19,18,83,39,82,Average-Temperature Days,Partly Cloudy,0
2024/7/19,19,79,48,79,Cooler Days,Partly Cloudy,0
2024/7/19,20,76,54,76,Cooler Days,Partly Cloudy,0
2024/7/19,21,76,54,76,Cooler Days,Partly Cloudy,0
2024/7/19,22,76,56,76,Cooler Days,Partly Cloudy,0
2024/7/19,23,76,52,76,Cooler Days,Fair,0
2024/7/20,0,75,53,75,Cooler Days,Partly Cloudy,0
2024/7/20,1,74,55,74,Cooler Days,Partly Cloudy,0
2024/7/20,2,73,57,73,Cooler Days,Mostly Cloudy,0
2024/7/20,3,73,59,73,Cooler Days,Mostly Cloudy,0
2024/7/20,4,73,59,73,Cooler Days,Mostly Cloudy,0
2024/7/20,5,73,61,73,Cooler Days,Mostly Cloudy,0
2024/7/20,6,74,62,74,Cooler Days,Mostly Cloudy,0
2024/7/20,7,76,60,76,Cooler Days,Mostly Cloudy,0
2024/7/20,8,78,54,78,Cooler Days,Mostly Cloudy,0
2024/7/20,9,81,54,82,Average-Temperature Days,Mostly Cloudy,0
2024/7/20,10,82,52,83,Average-Temperature Days,Cloudy,0
2024/7/20,11,82,52,83,Average-Temperature Days,Cloudy,0
2024/7/20,12,82,47,82,Average-Temperature Days,Cloudy,0
2024/7/20,13,83,46,83,Average-Temperature Days,Cloudy,0
2024/7/20,14,84,47,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/20,15,84,47,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/20,16,83,47,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/20,17,82,52,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/20,18,82,51,83,Average-Temperature Days,Cloudy,0
2024/7/20,19,81,45,81,Average-Temperature Days,Cloudy,0
2024/7/20,20,81,47,81,Average-Temperature Days,Cloudy,0
2024/7/20,21,80,48,81,Average-Temperature Days,Cloudy,0
2024/7/20,22,79,54,79,Cooler Days,Cloudy,0
2024/7/20,23,78,56,78,Cooler Days,Cloudy,0
2024/7/21,0,78,54,78,Cooler Days,Cloudy,0
2024/7/21,1,77,58,77,Cooler Days,Mostly Cloudy,0
2024/7/21,2,77,60,77,Cooler Days,Mostly Cloudy,0
2024/7/21,3,77,62,77,Cooler Days,Cloudy,0
2024/7/21,4,77,64,77,Cooler Days,Mostly Cloudy,0
2024/7/21,5,76,69,76,Cooler Days,Light Rain,0
2024/7/21,6,76,71,76,Cooler Days,Partly Cloudy,0
2024/7/21,7,77,66,77,Cooler Days,Partly Cloudy,0
2024/7/21,8,78,64,78,Cooler Days,Partly Cloudy,0
2024/7/21,9,81,60,83,Average-Temperature Days,Partly Cloudy,0
2024/7/21,10,81,58,83,Average-Temperature Days,Partly Cloudy,0
2024/7/21,11,83,56,85,Average-Temperature Days,Partly Cloudy,0
2024/7/21,12,84,51,85,Average-Temperature Days,Mostly Cloudy,0
2024/7/21,13,84,44,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/21,14,85,49,86,Average-Temperature Days,Mostly Cloudy,0
2024/7/21,15,84,53,86,Average-Temperature Days,Mostly Cloudy,0
2024/7/21,16,83,53,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/21,17,82,52,83,Average-Temperature Days,Mostly Cloudy,0
2024/7/21,18,82,56,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/21,19,82,58,84,Average-Temperature Days,Mostly Cloudy,0
2024/7/21,20,79,64,79,Cooler Days,Mostly Cloudy,0
2024/7/21,21,79,66,79,Cooler Days,Mostly Cloudy,0
2024/7/21,22,80,62,82,Average-Temperature Days,Mostly Cloudy,0
2024/7/21,23,80,60,82,Average-Temperature Days,Mostly Cloudy,0
2024/7/22,0,79,62,79,Cooler Days,Mostly Cloudy,0
2024/7/22,1,78,64,78,Cooler Days,Mostly Cloudy,0
2024/7/22,2,77,69,77,Cooler Days,Mostly Cloudy,0
