Date,Time,Temperature(F),Humidity(%),HI,Category,Condition,Windy
2024/4/1,0,52,49,52,Cooler Days,Mostly Cloudy,0
2024/4/1,1,53,43,53,Cooler Days,Mostly Cloudy,0
2024/4/1,2,50,54,50,Cooler Days,Mostly Cloudy,0
2024/4/1,3,50,59,50,Cooler Days,Cloudy,0
2024/4/1,4,49,59,49,Cooler Days,Cloudy,0
2024/4/1,5,48,63,48,Cooler Days,Cloudy,0
2024/4/1,6,47,63,47,Cooler Days,Cloudy,0
2024/4/1,7,47,63,47,Cooler Days,Cloudy,0
2024/4/1,8,48,61,48,Cooler Days,Cloudy,0
2024/4/1,9,48,61,48,Cooler Days,Light Rain,0
2024/4/1,10,48,63,48,Cooler Days,Light Rain,0
2024/4/1,11,47,66,47,Cooler Days,Light Rain,0
2024/4/1,12,49,61,49,Cooler Days,Cloudy,0
2024/4/1,13,48,58,48,Cooler Days,Cloudy,0
2024/4/1,14,48,56,48,Cooler Days,Cloudy,0
2024/4/1,15,51,50,51,Cooler Days,Cloudy,0
2024/4/1,16,52,47,52,Cooler Days,Cloudy,0
2024/4/1,17,53,43,53,Cooler Days,Cloudy,0
2024/4/1,18,53,48,53,Cooler Days,Mostly Cloudy,0
2024/4/1,19,52,49,52,Cooler Days,Mostly Cloudy,0
2024/4/1,20,52,53,52,Cooler Days,Mostly Cloudy,0
2024/4/1,21,52,54,52,Cooler Days,Mostly Cloudy,0
2024/4/1,22,50,59,50,Cooler Days,Partly Cloudy,0
2024/4/1,23,50,66,50,Cooler Days,Mostly Cloudy,0
2024/4/2,0,49,71,49,Cooler Days,Mostly Cloudy,0
2024/4/2,1,49,74,49,Cooler Days,Mostly Cloudy,0
2024/4/2,2,47,80,47,Cooler Days,Cloudy,0
2024/4/2,3,47,83,47,Cooler Days,Cloudy,0
2024/4/2,4,46,83,46,Cooler Days,Cloudy,0
2024/4/2,5,45,80,45,Cooler Days,Cloudy,0
2024/4/2,6,45,80,45,Cooler Days,Light Rain,0
2024/4/2,7,46,76,46,Cooler Days,Light Rain,0
2024/4/2,8,47,77,47,Cooler Days,Light Rain,0
2024/4/2,9,47,68,47,Cooler Days,Light Rain,0
2024/4/2,10,47,71,47,Cooler Days,Light Rain,0
2024/4/2,11,46,76,46,Cooler Days,Light Rain,0
2024/4/2,12,45,82,45,Cooler Days,Rain,0
2024/4/2,13,45,86,45,Cooler Days,Rain,0
2024/4/2,14,45,90,45,Cooler Days,Rain,0
2024/4/2,15,46,83,46,Cooler Days,Light Rain,0
2024/4/2,16,46,83,46,Cooler Days,Light Rain,0
2024/4/2,17,46,83,46,Cooler Days,Rain,0
2024/4/2,18,46,86,46,Cooler Days,Light Rain,0
2024/4/2,19,47,83,47,Cooler Days,Light Rain,0
2024/4/2,20,45,86,45,Cooler Days,Light Rain,0
2024/4/2,21,44,85,44,Cooler Days,Cloudy,0
2024/4/2,22,44,85,44,Cooler Days,Light Drizzle,0
2024/4/2,23,44,85,44,Cooler Days,Light Drizzle,0
2024/4/3,0,44,85,44,Cooler Days,Light Drizzle,0
2024/4/3,1,43,89,43,Cooler Days,Mist,0
2024/4/3,2,43,89,43,Cooler Days,Light Drizzle,0
2024/4/3,3,44,85,44,Cooler Days,Light Drizzle,1
2024/4/3,4,43,86,43,Cooler Days,Light Rain,0
2024/4/3,5,43,86,43,Cooler Days,Rain,0
2024/4/3,6,43,82,43,Cooler Days,Light Rain,0
2024/4/3,7,43,86,43,Cooler Days,Light Rain,0
2024/4/3,8,43,86,43,Cooler Days,Light Rain,0
2024/4/3,9,42,85,42,Cooler Days,Light Rain,0
2024/4/3,10,42,82,42,Cooler Days,Light Rain,1
2024/4/3,11,41,86,41,Cooler Days,Heavy Rain,0
2024/4/3,12,42,82,42,Cooler Days,Light Rain,0
2024/4/3,13,42,82,42,Cooler Days,Light Rain,1
2024/4/3,14,42,82,42,Cooler Days,Light Rain,0
2024/4/3,15,42,85,42,Cooler Days,Rain,0
2024/4/3,16,42,85,42,Cooler Days,Heavy Rain,0
2024/4/3,17,41,86,41,Cooler Days,Thunder and Hail,0
2024/4/3,18,42,85,42,Cooler Days,Light Rain,1
2024/4/3,19,43,82,43,Cooler Days,Cloudy,0
2024/4/3,20,42,82,42,Cooler Days,Cloudy,1
2024/4/3,21,42,82,42,Cooler Days,Cloudy,1
2024/4/3,22,42,79,42,Cooler Days,Light Rain,1
2024/4/3,23,42,79,42,Cooler Days,Light Rain,1
2024/4/4,0,42,82,42,Cooler Days,Light Rain,1
2024/4/4,1,42,82,42,Cooler Days,Light Rain,1
2024/4/4,2,42,82,42,Cooler Days,Light Rain,0
2024/4/4,3,40,86,40,Cooler Days,Light Rain,0
2024/4/4,4,38,86,38,Cooler Days,Light Rain,0
2024/4/4,5,38,83,38,Cooler Days,Partly Cloudy,0
2024/4/4,6,39,79,39,Cooler Days,Cloudy,0
2024/4/4,7,39,79,39,Cooler Days,Cloudy,0
2024/4/4,8,40,77,40,Cooler Days,Cloudy,0
2024/4/4,9,41,73,41,Cooler Days,Cloudy,0
2024/4/4,10,42,67,42,Cooler Days,Cloudy,0
2024/4/4,11,43,62,43,Cooler Days,Cloudy,0
2024/4/4,12,43,60,43,Cooler Days,Cloudy,0
2024/4/4,13,45,58,45,Cooler Days,Cloudy,0
2024/4/4,14,46,56,46,Cooler Days,Mostly Cloudy,0
2024/4/4,15,48,54,48,Cooler Days,Mostly Cloudy,0
2024/4/4,16,47,54,47,Cooler Days,Mostly Cloudy,0
2024/4/4,17,46,54,46,Cooler Days,Mostly Cloudy,0
2024/4/4,18,45,53,45,Cooler Days,Mostly Cloudy,0
2024/4/4,19,45,52,45,Cooler Days,Mostly Cloudy,0
2024/4/4,20,44,58,44,Cooler Days,Cloudy,0
2024/4/4,21,43,58,43,Cooler Days,Cloudy,0
2024/4/4,22,43,58,43,Cooler Days,Cloudy,0
2024/4/4,23,42,60,42,Cooler Days,Cloudy,0
2024/4/5,0,41,62,41,Cooler Days,Cloudy,0
2024/4/5,1,40,65,40,Cooler Days,Cloudy,0
2024/4/5,2,40,68,40,Cooler Days,Cloudy,0
2024/4/5,3,40,70,40,Cooler Days,Mostly Cloudy,0
2024/4/5,4,40,70,40,Cooler Days,Cloudy,0
2024/4/5,5,40,68,40,Cooler Days,Mostly Cloudy,0
2024/4/5,6,40,68,40,Cooler Days,Mostly Cloudy,0
2024/4/5,7,42,62,42,Cooler Days,Mostly Cloudy,0
2024/4/5,8,43,56,43,Cooler Days,Mostly Cloudy,0
2024/4/5,9,43,56,43,Cooler Days,Mostly Cloudy,0
2024/4/5,10,45,49,45,Cooler Days,Mostly Cloudy,0
2024/4/5,11,45,48,45,Cooler Days,Mostly Cloudy,0
2024/4/5,12,46,46,46,Cooler Days,Mostly Cloudy,0
2024/4/5,13,47,41,47,Cooler Days,Mostly Cloudy,0
2024/4/5,14,49,38,49,Cooler Days,Mostly Cloudy,0
2024/4/5,15,49,38,49,Cooler Days,Mostly Cloudy,0
2024/4/5,16,49,38,49,Cooler Days,Mostly Cloudy,0
2024/4/5,17,49,39,49,Cooler Days,Mostly Cloudy,0
2024/4/5,18,48,41,48,Cooler Days,Mostly Cloudy,0
2024/4/5,19,47,42,47,Cooler Days,Mostly Cloudy,0
2024/4/5,20,46,47,46,Cooler Days,Mostly Cloudy,0
2024/4/5,21,45,49,45,Cooler Days,Partly Cloudy,0
2024/4/5,22,44,51,44,Cooler Days,Partly Cloudy,0
2024/4/5,23,43,56,43,Cooler Days,Mostly Cloudy,0
2024/4/6,0,43,56,43,Cooler Days,Mostly Cloudy,0
2024/4/6,1,43,56,43,Cooler Days,Mostly Cloudy,0
2024/4/6,2,43,58,43,Cooler Days,Mostly Cloudy,0
2024/4/6,3,43,58,43,Cooler Days,Mostly Cloudy,0
2024/4/6,4,43,60,43,Cooler Days,Mostly Cloudy,0
2024/4/6,5,42,62,42,Cooler Days,Mostly Cloudy,0
2024/4/6,6,42,62,42,Cooler Days,Cloudy,0
2024/4/6,7,44,60,44,Cooler Days,Mostly Cloudy,0
2024/4/6,8,44,60,44,Cooler Days,Cloudy,0
2024/4/6,9,43,65,43,Cooler Days,Mostly Cloudy,0
2024/4/6,10,45,58,45,Cooler Days,Partly Cloudy,0
2024/4/6,11,47,48,47,Cooler Days,Mostly Cloudy,1
2024/4/6,12,48,42,48,Cooler Days,Mostly Cloudy,0
2024/4/6,13,51,39,51,Cooler Days,Mostly Cloudy,0
2024/4/6,14,52,37,52,Cooler Days,Mostly Cloudy,0
2024/4/6,15,52,37,52,Cooler Days,Mostly Cloudy,0
2024/4/6,16,52,38,52,Cooler Days,Mostly Cloudy,0
2024/4/6,17,52,37,52,Cooler Days,Mostly Cloudy,0
2024/4/6,18,51,39,51,Cooler Days,Mostly Cloudy,0
2024/4/6,19,50,43,50,Cooler Days,Mostly Cloudy,0
2024/4/6,20,48,46,48,Cooler Days,Mostly Cloudy,0
2024/4/6,21,47,48,47,Cooler Days,Mostly Cloudy,0
2024/4/6,22,47,46,47,Cooler Days,Mostly Cloudy,0
2024/4/6,23,46,47,46,Cooler Days,Mostly Cloudy,1
2024/4/7,0,45,49,45,Cooler Days,Mostly Cloudy,0
2024/4/7,1,45,52,45,Cooler Days,Mostly Cloudy,0
2024/4/7,2,44,55,44,Cooler Days,Partly Cloudy,0
2024/4/7,3,44,53,44,Cooler Days,Fair,0
2024/4/7,4,44,55,44,Cooler Days,Mostly Cloudy,0
2024/4/7,5,44,55,44,Cooler Days,Partly Cloudy,0
2024/4/7,6,44,58,44,Cooler Days,Mostly Cloudy,0
2024/4/7,7,45,58,45,Cooler Days,Mostly Cloudy,0
2024/4/7,8,46,51,46,Cooler Days,Mostly Cloudy,0
2024/4/7,9,47,46,47,Cooler Days,Mostly Cloudy,1
2024/4/7,10,50,43,50,Cooler Days,Mostly Cloudy,0
2024/4/7,11,51,39,51,Cooler Days,Mostly Cloudy,0
2024/4/7,12,52,40,52,Cooler Days,Mostly Cloudy,0
2024/4/7,13,54,38,54,Cooler Days,Mostly Cloudy,0
2024/4/7,14,55,35,55,Cooler Days,Mostly Cloudy,0
2024/4/7,15,56,34,56,Cooler Days,Partly Cloudy,0
2024/4/7,16,56,33,56,Cooler Days,Partly Cloudy,0
2024/4/7,17,56,33,56,Cooler Days,Fair,0
2024/4/7,18,56,32,56,Cooler Days,Fair,0
2024/4/7,19,55,34,55,Cooler Days,Fair,0
2024/4/7,20,48,58,48,Cooler Days,Fair,0
2024/4/7,21,47,63,47,Cooler Days,Fair,0
2024/4/7,22,48,58,48,Cooler Days,Fair,0
2024/4/7,23,48,56,48,Cooler Days,Fair,0
2024/4/8,0,48,56,48,Cooler Days,Fair,0
2024/4/8,1,48,58,48,Cooler Days,Fair,0
2024/4/8,2,47,61,47,Cooler Days,Fair,0
2024/4/8,3,46,61,46,Cooler Days,Fair,0
2024/4/8,4,47,52,47,Cooler Days,Fair,0
2024/4/8,5,46,54,46,Cooler Days,Fair,0
2024/4/8,6,46,47,46,Cooler Days,Fair,0
2024/4/8,7,48,48,48,Cooler Days,Partly Cloudy,0
2024/4/8,8,50,39,50,Cooler Days,Mostly Cloudy,0
2024/4/8,9,53,35,53,Cooler Days,Mostly Cloudy,0
2024/4/8,10,56,29,56,Cooler Days,Mostly Cloudy,0
2024/4/8,11,59,28,59,Cooler Days,Mostly Cloudy,0
2024/4/8,12,62,23,62,Cooler Days,Mostly Cloudy,0
2024/4/8,13,63,22,63,Cooler Days,Mostly Cloudy,0
2024/4/8,14,64,19,64,Cooler Days,Mostly Cloudy,0
2024/4/8,15,64,18,64,Cooler Days,Mostly Cloudy,0
2024/4/8,16,61,30,61,Cooler Days,Mostly Cloudy,0
2024/4/8,17,61,26,61,Cooler Days,Mostly Cloudy,0
2024/4/8,18,58,35,58,Cooler Days,Mostly Cloudy,0
2024/4/8,19,57,44,57,Cooler Days,Mostly Cloudy,0
2024/4/8,20,57,47,57,Cooler Days,Mostly Cloudy,0
2024/4/8,21,56,55,56,Cooler Days,Mostly Cloudy,0
2024/4/8,22,55,57,55,Cooler Days,Partly Cloudy,0
2024/4/8,23,55,59,55,Cooler Days,Partly Cloudy,0
2024/4/9,0,54,59,54,Cooler Days,Mostly Cloudy,0
2024/4/9,1,54,59,54,Cooler Days,Mostly Cloudy,0
2024/4/9,2,55,57,55,Cooler Days,Cloudy,0
2024/4/9,3,55,59,55,Cooler Days,Cloudy,0
2024/4/9,4,51,66,51,Cooler Days,Fair,0
2024/4/9,5,50,66,50,Cooler Days,Fair,0
2024/4/9,6,52,66,52,Cooler Days,Partly Cloudy,0
2024/4/9,7,57,53,57,Cooler Days,Mostly Cloudy,0
2024/4/9,8,59,44,59,Cooler Days,Mostly Cloudy,0
2024/4/9,9,64,37,64,Cooler Days,Mostly Cloudy,0
2024/4/9,10,67,32,67,Cooler Days,Mostly Cloudy,0
2024/4/9,11,68,31,68,Cooler Days,Mostly Cloudy,0
2024/4/9,12,71,31,71,Cooler Days,Mostly Cloudy,0
2024/4/9,13,73,28,73,Cooler Days,Mostly Cloudy,0
2024/4/9,14,75,27,75,Cooler Days,Mostly Cloudy,0
2024/4/9,15,74,27,74,Cooler Days,Mostly Cloudy,0
2024/4/9,16,74,27,74,Cooler Days,Mostly Cloudy,0
2024/4/9,17,71,29,71,Cooler Days,Mostly Cloudy,0
2024/4/9,18,63,38,63,Cooler Days,Mostly Cloudy,0
2024/4/9,19,61,41,61,Cooler Days,Mostly Cloudy,0
2024/4/9,20,61,41,61,Cooler Days,Mostly Cloudy,0
2024/4/9,21,60,44,60,Cooler Days,Mostly Cloudy,0
2024/4/9,22,58,47,58,Cooler Days,Cloudy,0
2024/4/9,23,58,49,58,Cooler Days,Cloudy,0
2024/4/10,0,57,49,57,Cooler Days,Cloudy,0
2024/4/10,1,57,49,57,Cooler Days,Mostly Cloudy,0
2024/4/10,2,54,57,54,Cooler Days,Mostly Cloudy,0
2024/4/10,3,52,61,52,Cooler Days,Mostly Cloudy,0
2024/4/10,4,52,63,52,Cooler Days,Cloudy,0
2024/4/10,5,50,71,50,Cooler Days,Cloudy,0
2024/4/10,6,49,77,49,Cooler Days,Cloudy,0
2024/4/10,7,50,77,50,Cooler Days,Mostly Cloudy,0
2024/4/10,8,51,77,51,Cooler Days,Mostly Cloudy,0
2024/4/10,9,51,74,51,Cooler Days,Mostly Cloudy,0
2024/4/10,10,52,71,52,Cooler Days,Mostly Cloudy,0
2024/4/10,11,54,66,54,Cooler Days,Cloudy,0
2024/4/10,12,55,67,55,Cooler Days,Cloudy,0
2024/4/10,13,56,64,56,Cooler Days,Cloudy,0
2024/4/10,14,57,59,57,Cooler Days,Mostly Cloudy,0
2024/4/10,15,56,62,56,Cooler Days,Mostly Cloudy,0
2024/4/10,16,56,64,56,Cooler Days,Mostly Cloudy,0
2024/4/10,17,53,71,53,Cooler Days,Mostly Cloudy,0
2024/4/10,18,51,77,51,Cooler Days,Mostly Cloudy,0
2024/4/10,19,51,77,51,Cooler Days,Mostly Cloudy,0
2024/4/10,20,50,80,50,Cooler Days,Mostly Cloudy,0
2024/4/10,21,51,77,51,Cooler Days,Mostly Cloudy,0
2024/4/10,22,49,83,49,Cooler Days,Cloudy,0
2024/4/10,23,49,83,49,Cooler Days,Cloudy,0
2024/4/11,0,49,83,49,Cooler Days,Cloudy,0
2024/4/11,1,48,86,48,Cooler Days,Mostly Cloudy,0
2024/4/11,2,48,86,48,Cooler Days,Cloudy,0
2024/4/11,3,48,89,48,Cooler Days,Mist,0
2024/4/11,4,48,89,48,Cooler Days,Mist,0
2024/4/11,5,48,93,48,Cooler Days,Mist,0
2024/4/11,6,48,93,48,Cooler Days,Fog,0
2024/4/11,7,49,93,49,Cooler Days,Light Rain,0
2024/4/11,8,50,89,50,Cooler Days,Light Rain,0
2024/4/11,9,50,93,50,Cooler Days,Mist,0
2024/4/11,10,51,89,51,Cooler Days,Mist,0
2024/4/11,11,51,89,51,Cooler Days,Mist,0
2024/4/11,12,53,83,53,Cooler Days,Cloudy,0
2024/4/11,13,52,80,52,Cooler Days,Cloudy,0
2024/4/11,14,51,83,51,Cooler Days,Cloudy,0
2024/4/11,15,60,83,60,Cooler Days,Light Rain,0
2024/4/11,16,60,83,60,Cooler Days,Mostly Cloudy,0
2024/4/11,17,60,86,60,Cooler Days,Cloudy,0
2024/4/11,18,61,87,61,Cooler Days,Cloudy,0
2024/4/11,19,60,90,60,Cooler Days,Light Rain,0
2024/4/11,20,60,90,60,Cooler Days,Light Rain,0
2024/4/11,21,61,87,61,Cooler Days,Light Rain,1
2024/4/11,22,60,90,60,Cooler Days,Light Rain,1
2024/4/11,23,61,90,61,Cooler Days,Cloudy,1
2024/4/12,0,60,90,60,Cooler Days,Light Rain,1
2024/4/12,1,59,93,59,Cooler Days,Cloudy,1
2024/4/12,2,60,93,60,Cooler Days,Light Rain,1
2024/4/12,3,61,90,61,Cooler Days,Light Rain,1
2024/4/12,4,59,93,59,Cooler Days,Light Rain,0
2024/4/12,5,57,93,57,Cooler Days,Cloudy,1
2024/4/12,6,57,93,57,Cooler Days,Cloudy,0
2024/4/12,7,57,93,57,Cooler Days,Fog,1
2024/4/12,8,55,96,55,Cooler Days,Fog,0
2024/4/12,9,55,96,55,Cooler Days,Fog,0
2024/4/12,10,56,93,56,Cooler Days,Mist,0
2024/4/12,11,56,87,56,Cooler Days,Mist,0
2024/4/12,12,59,78,59,Cooler Days,Light Rain,0
2024/4/12,13,59,78,59,Cooler Days,Light Rain,0
2024/4/12,14,60,64,60,Cooler Days,Mostly Cloudy,0
2024/4/12,15,62,53,62,Cooler Days,Mostly Cloudy,1
2024/4/12,16,62,46,62,Cooler Days,Mostly Cloudy,1
2024/4/12,17,63,41,63,Cooler Days,Partly Cloudy,1
2024/4/12,18,63,41,63,Cooler Days,Mostly Cloudy,1
2024/4/12,19,62,39,62,Cooler Days,Mostly Cloudy,0
2024/4/12,20,59,48,59,Cooler Days,Partly Cloudy,0
2024/4/12,21,59,49,59,Cooler Days,Mostly Cloudy,0
2024/4/12,22,58,51,58,Cooler Days,Mostly Cloudy,0
2024/4/12,23,58,53,58,Cooler Days,Light Rain,0
2024/4/13,0,56,55,56,Cooler Days,Fair,0
2024/4/13,1,56,53,56,Cooler Days,Fair,0
2024/4/13,2,55,55,55,Cooler Days,Mostly Cloudy,0
2024/4/13,3,54,57,54,Cooler Days,Fog,1
2024/4/13,4,52,53,52,Cooler Days,Partly Cloudy,0
2024/4/13,5,50,54,50,Cooler Days,Fair,0
2024/4/13,6,50,52,50,Cooler Days,Mostly Cloudy,1
2024/4/13,7,49,56,49,Cooler Days,Mostly Cloudy,1
2024/4/13,8,50,52,50,Cooler Days,Mostly Cloudy,0
2024/4/13,9,51,48,51,Cooler Days,Mostly Cloudy,1
2024/4/13,10,48,61,48,Cooler Days,Light Rain,0
2024/4/13,11,50,52,50,Cooler Days,Cloudy,1
2024/4/13,12,50,59,50,Cooler Days,Cloudy,1
2024/4/13,13,51,50,51,Cooler Days,Cloudy,1
2024/4/13,14,53,45,53,Cooler Days,Cloudy,1
2024/4/13,15,52,49,52,Cooler Days,Mostly Cloudy,1
2024/4/13,16,52,49,52,Cooler Days,Cloudy,1
2024/4/13,17,53,47,53,Cooler Days,Cloudy,0
2024/4/13,18,53,43,53,Cooler Days,Mostly Cloudy,1
2024/4/13,19,53,43,53,Cooler Days,Mostly Cloudy,0
2024/4/13,20,52,45,52,Cooler Days,Partly Cloudy,0
2024/4/13,21,52,43,52,Cooler Days,Fair,0
2024/4/13,22,52,43,52,Cooler Days,Fair,0
2024/4/13,23,52,45,52,Cooler Days,Fair,0
2024/4/14,0,51,46,51,Cooler Days,Fair,0
2024/4/14,1,51,46,51,Cooler Days,Fair,0
2024/4/14,2,51,44,51,Cooler Days,Fair,0
2024/4/14,3,50,46,50,Cooler Days,Fair,0
2024/4/14,4,50,46,50,Cooler Days,Fair,0
2024/4/14,5,51,43,51,Cooler Days,Fair,0
2024/4/14,6,50,46,50,Cooler Days,Partly Cloudy,0
2024/4/14,7,52,45,52,Cooler Days,Mostly Cloudy,0
2024/4/14,8,55,38,55,Cooler Days,Mostly Cloudy,0
2024/4/14,9,59,35,59,Cooler Days,Mostly Cloudy,0
2024/4/14,10,61,34,61,Cooler Days,Mostly Cloudy,0
2024/4/14,11,64,31,64,Cooler Days,Mostly Cloudy,0
2024/4/14,12,64,31,64,Cooler Days,Mostly Cloudy,0
2024/4/14,13,63,34,63,Cooler Days,Mostly Cloudy,0
2024/4/14,14,65,36,65,Cooler Days,Mostly Cloudy,0
2024/4/14,15,68,35,68,Cooler Days,Mostly Cloudy,0
2024/4/14,16,66,40,66,Cooler Days,Mostly Cloudy,0
2024/4/14,17,65,43,65,Cooler Days,Mostly Cloudy,0
2024/4/14,18,62,46,62,Cooler Days,Mostly Cloudy,0
2024/4/14,19,60,51,60,Cooler Days,Mostly Cloudy,0
2024/4/14,20,60,51,60,Cooler Days,Mostly Cloudy,0
2024/4/14,21,63,63,63,Cooler Days,Light Rain,1
2024/4/14,22,64,60,64,Cooler Days,Mostly Cloudy,0
2024/4/14,23,64,60,64,Cooler Days,Mostly Cloudy,0
2024/4/15,0,62,67,62,Cooler Days,Mostly Cloudy,0
2024/4/15,1,62,67,62,Cooler Days,Cloudy,0
2024/4/15,2,59,72,59,Cooler Days,Mostly Cloudy,0
2024/4/15,3,60,78,60,Cooler Days,Mostly Cloudy,0
2024/4/15,4,58,78,58,Cooler Days,Mostly Cloudy,0
2024/4/15,5,59,78,59,Cooler Days,Partly Cloudy,0
2024/4/15,6,60,78,60,Cooler Days,Fair,0
2024/4/15,7,62,72,62,Cooler Days,Mostly Cloudy,0
2024/4/15,8,63,67,63,Cooler Days,Mostly Cloudy,0
2024/4/15,9,66,59,66,Cooler Days,Partly Cloudy,0
2024/4/15,10,71,35,71,Cooler Days,Partly Cloudy,0
2024/4/15,11,75,24,75,Cooler Days,Partly Cloudy,0
2024/4/15,12,78,24,78,Cooler Days,Partly Cloudy,0
2024/4/15,13,79,22,79,Cooler Days,Partly Cloudy,0
2024/4/15,14,79,23,79,Cooler Days,Mostly Cloudy,0
2024/4/15,15,79,24,79,Cooler Days,Mostly Cloudy,0
2024/4/15,16,77,29,77,Cooler Days,Mostly Cloudy,0
2024/4/15,17,76,31,76,Cooler Days,Mostly Cloudy,0
2024/4/15,18,71,44,71,Cooler Days,Partly Cloudy,0
2024/4/15,19,65,54,65,Cooler Days,Partly Cloudy,0
2024/4/15,20,62,58,62,Cooler Days,Partly Cloudy,0
2024/4/15,21,64,54,64,Cooler Days,Fair,0
2024/4/15,22,61,41,61,Cooler Days,Fair,0
2024/4/15,23,59,42,59,Cooler Days,Fair,0
2024/4/16,0,57,47,57,Cooler Days,Fair,0
2024/4/16,1,56,47,56,Cooler Days,Fair,0
2024/4/16,2,54,53,54,Cooler Days,Fair,0
2024/4/16,3,55,51,55,Cooler Days,Fair,0
2024/4/16,4,55,49,55,Cooler Days,Fair,0
2024/4/16,5,55,47,55,Cooler Days,Fair,0
2024/4/16,6,54,49,54,Cooler Days,Fair,0
2024/4/16,7,55,45,55,Cooler Days,Fair,0
2024/4/16,8,56,40,56,Cooler Days,Fair,0
2024/4/16,9,59,38,59,Cooler Days,Fair,0
2024/4/16,10,61,32,61,Cooler Days,Fair,0
2024/4/16,11,62,29,62,Cooler Days,Fair,0
2024/4/16,12,64,28,64,Cooler Days,Fair,0
2024/4/16,13,66,24,66,Cooler Days,Fair,0
2024/4/16,14,68,21,68,Cooler Days,Fair,0
2024/4/16,15,71,25,71,Cooler Days,Fair,0
2024/4/16,16,69,22,69,Cooler Days,Partly Cloudy,0
2024/4/16,17,70,21,70,Cooler Days,Partly Cloudy,0
2024/4/16,18,68,24,68,Cooler Days,Partly Cloudy,0
2024/4/16,19,63,34,63,Cooler Days,Partly Cloudy,0
2024/4/16,20,61,38,61,Cooler Days,Mostly Cloudy,0
2024/4/16,21,60,42,60,Cooler Days,Mostly Cloudy,0
2024/4/16,22,61,36,61,Cooler Days,Fair,0
2024/4/16,23,59,41,59,Cooler Days,Fair,0
2024/4/17,0,54,62,54,Cooler Days,Fair,0
2024/4/17,1,53,61,53,Cooler Days,Mostly Cloudy,0
2024/4/17,2,52,66,52,Cooler Days,Partly Cloudy,0
2024/4/17,3,51,66,51,Cooler Days,Partly Cloudy,0
2024/4/17,4,50,74,50,Cooler Days,Mostly Cloudy,0
2024/4/17,5,50,74,50,Cooler Days,Partly Cloudy,0
2024/4/17,6,51,71,51,Cooler Days,Mostly Cloudy,0
2024/4/17,7,53,52,53,Cooler Days,Mostly Cloudy,0
2024/4/17,8,53,61,53,Cooler Days,Mostly Cloudy,0
2024/4/17,9,54,64,54,Cooler Days,Mostly Cloudy,0
2024/4/17,10,58,44,58,Cooler Days,Mostly Cloudy,0
2024/4/17,11,54,59,54,Cooler Days,Mostly Cloudy,0
2024/4/17,12,55,62,55,Cooler Days,Cloudy,0
2024/4/17,13,53,64,53,Cooler Days,Cloudy,0
2024/4/17,14,54,64,54,Cooler Days,Cloudy,0
2024/4/17,15,55,57,55,Cooler Days,Light Rain,0
2024/4/17,16,51,71,51,Cooler Days,Light Rain,0
2024/4/17,17,51,77,51,Cooler Days,Light Rain,0
2024/4/17,18,51,74,51,Cooler Days,Cloudy,0
2024/4/17,19,50,80,50,Cooler Days,Cloudy,0
2024/4/17,20,50,80,50,Cooler Days,Cloudy,0
2024/4/17,21,49,83,49,Cooler Days,Light Rain,0
2024/4/17,22,49,83,49,Cooler Days,Cloudy,0
2024/4/17,23,49,83,49,Cooler Days,Cloudy,0
2024/4/18,0,49,83,49,Cooler Days,Cloudy,0
2024/4/18,1,48,86,48,Cooler Days,Light Drizzle,0
2024/4/18,2,48,89,48,Cooler Days,Light Drizzle,0
2024/4/18,3,47,90,47,Cooler Days,Light Drizzle,0
2024/4/18,4,47,93,47,Cooler Days,Light Drizzle,0
2024/4/18,5,47,90,47,Cooler Days,Light Drizzle,0
2024/4/18,6,46,89,46,Cooler Days,Light Drizzle,1
2024/4/18,7,46,89,46,Cooler Days,Light Drizzle,1
2024/4/18,8,47,86,47,Cooler Days,Light Drizzle,0
2024/4/18,9,46,89,46,Cooler Days,Light Drizzle,1
2024/4/18,10,47,86,47,Cooler Days,Light Drizzle,1
2024/4/18,11,45,86,45,Cooler Days,Mist,1
2024/4/18,12,46,83,46,Cooler Days,Cloudy,1
2024/4/18,13,46,79,46,Cooler Days,Cloudy,1
2024/4/18,14,45,82,45,Cooler Days,Light Drizzle,1
2024/4/18,15,46,79,46,Cooler Days,Light Drizzle,0
2024/4/18,16,46,79,46,Cooler Days,Cloudy,0
2024/4/18,17,47,74,47,Cooler Days,Cloudy,0
2024/4/18,18,47,66,47,Cooler Days,Cloudy,0
2024/4/18,19,47,68,47,Cooler Days,Cloudy,0
2024/4/18,20,46,68,46,Cooler Days,Cloudy,0
2024/4/18,21,46,71,46,Cooler Days,Mostly Cloudy,0
2024/4/18,22,47,68,47,Cooler Days,Cloudy,0
2024/4/18,23,47,68,47,Cooler Days,Cloudy,0
2024/4/19,0,46,71,46,Cooler Days,Mostly Cloudy,0
2024/4/19,1,46,73,46,Cooler Days,Cloudy,0
2024/4/19,2,46,73,46,Cooler Days,Mostly Cloudy,0
2024/4/19,3,46,73,46,Cooler Days,Mostly Cloudy,0
2024/4/19,4,46,73,46,Cooler Days,Cloudy,0
2024/4/19,5,46,73,46,Cooler Days,Cloudy,0
2024/4/19,6,47,71,47,Cooler Days,Cloudy,0
2024/4/19,7,47,71,47,Cooler Days,Mostly Cloudy,0
2024/4/19,8,49,64,49,Cooler Days,Mostly Cloudy,0
2024/4/19,9,50,63,50,Cooler Days,Mostly Cloudy,0
